artist,song,lyrics,emotion
Ariana Grande,Woman Races*,ariii  kim,anger
Ariana Grande,Bad Decisions [DWT Version],boy you know that you drive me crazy but it's one of the things i like cause i know when you need it baby that i got that ooh ooh let 'em keep let 'em keep on talkin' but it don't matter what they say cause you know when you hear me knockin' gonna get that ooh ooh  pre i've been doing stupid things wilder than i've ever been you've become my favorite sin so let 'em keep let 'em keep on talking that's right   we got that hood love we got that good love we got that hot love we got that i don't give a what love we got that one life gimme that all night we got that bonnie and clyde love they say it's wrong but that's the way you turn me on we got that hood love we got that good love make me make bad boy you make me make bad decisions bad boy you make me make bad decisions   no they ain't gonna understand it understand what i see in you they don't know when you touch my body that i see the truth let 'em keep let 'em keep on talking cause i know that i got someone anytime that i need some danger gonna get that ooh ooh  pre i've been doing stupid things wilder than i've ever been you've become my favorite sin so let 'em keep let 'em keep on talking that's right   we got that hood love we got that good love we got that hot love we got that i don't give a what love we got that one life gimme that all night we got that bonnie and clyde love they say it's wrong but that's the way you turn me on we got that hood love we got that good love make me make bad boy you make me make bad decisions bad boy you make me make bad decisions   don't you know i ain't fuckin' with them good boys know you love me like ain't nobody could boy if you want it boy you got it aint you ever seen a princess be a bad bitch   we got that hood love we got that good love we got that hot love we got that i don't give a what love we got that one life gimme that all night we got that bonnie and clyde love they say it's wrong but that's the way you turn me on we got that hood love we got that good love make me make bad boy you make me make bad decisions bad boy you make me make bad decisions bad boy you make me make bad decisions bad boy you make me make bad decisions,sadness
Ariana Grande,Positions (Clean),heaven sent you to me i'm just hopin' i don't repeat history  boy i'm tryna meet your mama on a sunday then make a lotta love on a monday ahah never need no no no one else babe 'cause i'll be  switchin' the positions for you cookin' in the kitchen and i'm in the bedroom i'm in the olympics way i'm jumpin' through hoops know my love infinite nothin' i wouldn't do that i won't do switchin' for you  perfect perfect you're too good to be true you're too good to be true but i get tired of runnin' f it now i'm runnin' with you wit' you  said boy i'm tryna meet your mama on a sunday then make a lotta love on a monday ahah never need no no no one else babе 'cause i'll be  switchin' the positions for you for you ah cookin' in thе kitchen and i'm in the bedroom i'm in the olympics way i'm jumpin' through hoops know my love infinite nothing i wouldn't do that i won't do switchin' for you cookin' in the kitchen and i'm in the bedroom bedroom i'm in the olympics way i'm jumpin' through hoops know my love infinite nothing i wouldn't do that i won't do switching for you  this some s that i usually don't do yeah but for you i kinda kinda want to 'cause you're down for me and i'm down too and i'm down too yeah i'm down too switching the positions for you this some s that i yeah usually don't do don't do but for you i kinda kinda want to 'cause you're down for me and i'm down too  switchin' the positions for you cookin' in the kitchen and i'm in the bedroom i'm in the olympics way i'm jumpin' through hoops to you to you know my love infinite nothing i wouldn't do do that i won't do switchin' for you cookin' in the kitchen and i'm in the bedroom i'm in the olympics way i'm jumpin' through hoops know my love infinite nothin' i wouldn't do that i won't do switchin' for you  yeah ah yeah ah ah yeah,joy
Ariana Grande,My Sugar Coated Yeti,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,Knew Better / Forever Boy [DWT Version],part i knew better   say you could turn me on boy but that's about it you can say what you wanna but i wouldn't believe it you could write all them songs that's the game that you play tryna right all them wrongs but you can't make me stay  pre cause i see right through you boy and i ain't feeling you no more i ain't feelin' you no more i ain't feelin' you no more   if you knew better boy you would do better can't nobody love you like i do baby i could do better boy if you knew better you would do better baby if you love me like i love you maybe we could be together cause ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me baby   make a mistake you better learn from it play with tea you get burned from it my daddy always told me if he makes you cry he ain't the one you better run from him used to get to me mentally i don't fuck with your energy if you knew better you would do better but you don't know shit so i'll do better got a new 'do and some new shoes just to go with my new boo loving me like he used to and i ain't even worried 'bout it this time i know he gon' be the one to treat me just right just right never had a motherfucker this tight so baby this is what your soulmate look like i look good right   if you knew better boy you would do better can't nobody love you like i do baby i could do better boy if you knew better you would do better baby if you love me like i love you maybe we could be together 'cause ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me ain't nobody like me baby   ain't nobody like me ain't nobody like me  part ii forever boy   never been with a boy more than six months i couldn't do it got too used to it ain't nobody ever kept my attention they couldn't do it yeah boy they blew it  pre but you showed me what it means to be happy ever after in love forever and you gave me the key to all your love and all your pleasure boy you're my treasure   oh be forever mine you and i oh be forever mine boy all the time you're my forever boy you're my forever boy you're my forever boy you're my forever boy   been friends for a minute so you know just what i like you know my mind even seen boys come and go so you know what makes me cry see you're the one that treat me right  pre but you showed me what it means to be happy ever after in love forever and you gave me the key to all your love and all your pleasure boy you're my treasure   oh be forever mine you and i oh be forever mine boy all the time mine time mine time you're my forever boy you're my forever boy you're my forever boy you're my forever boy,joy
Ariana Grande,Baby I (Cosmic Dawn Radio Edit),yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah   baby i got love for thee so deep inside of me i dont know where to start yeah yeah i love you more than anything but the words cant even touch whats in my heart no no  pre  when i try to explain it i be sounding insane the words dont ever come out right i get all tonguetied and twisted i cant explain what im feeling and i say baby baby ohwoah ohwoah baby   baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah   baby im so down for you no matter what you do real talk ill be around yeah yeah ooh baby baby i been feeling you before i even knew what feelings were about oh baby  pre  when i try to explain it i be sounding all crazy words dont ever come out right i get all tonguetied and twisted i cant explain what im feeling and i say baby baby ohwoah ohwoah baby   baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby oohwoah baby baby oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby  break baby baby   straight up you got me all in how could i not be i sure hope you know i sure hope you know if its even possible i love you more than the word love can say yeah its better not explaining that's why i keep saying baby i  breakdown oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby i keep saying baby i   oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby oohwoah baby baby oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah   baby baby yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah baby baby yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah,love
Ariana Grande,Ariana Grande Tour Guide,the honeymoon tour 05  the honeymoon tour setlist  the honeymoon tour costumes  the honeymoon tour special guests  i'm every womanvogue  dangerous woman tour 07  dangerous woman tour setlist  leave me lonely reprise  sweetener world tour 09  sweetener world tour dates  sweetener world tour setlist  sweetener world tour costumes  sweetener world tour special guests  love me harderbreathin  right thereyou'll never knowbreak your heart right back,anger
Ariana Grande,Right There (Ralphi Rosario Radio),boy you make me feel so lucky finally the stars align never has it been so easy to be in love and to give you this heart of mine  pre  you know what i need i know what you like put it all together baby we could be alright how could this be wrong when it feels so right yeah i really love you i really love you oh and i'll never let you go  break hey hey   you should know i'm never gonna change i'm always gonna stay you call for me i'm right there right there right there right there 'cause you listen and you care you're so different no one compares and if you never change i'm gonna stay right there i'll always be right there   and i get butterflies just thinking about you boy you're on my mind sometimes i catch myself daydreaming lost in in your eyes and i lose all track of time  pre  you know what i need i know what you like put it all together baby we could be alright how can this be wrong when it feels so right yeah i really need you i really love you oh and i'll never let you go   you should know i'm never gonna change i'm never gonna change i'm always gonna stay i'm always gonna stay you call for me i'm right there i'm right there right there ohohohohohohoh 'cause you listen and you care you're so different no one compares and if you never change i'm gonna stay right there i'll always be right there   i'll always be right there,joy
Ariana Grande,Love Me Harder/breathin,lmh tell me something i need to know then take my breath and never let it go if you just let me invade your space ill take the pleasure take it with the pain and if in the moment i bite my lip baby in that moment youll know this is something bigger than us and beyond bliss give me a reason to believe it   lmh 'cause if you want to keep me you gotta gotta gotta gotta got to love me harder and if you really need me you gotta gotta gotta gotta got to love me harder lolove me harder oohoohoohooh love me love me love me oohoohoohooh   breathin cigam gnihtemos od ot thgin laiceps ruoy s'thginot tub   breathin some days things just take way too much of my energy i look up and the whole room's spinning you take my cares away i can so overcomplicate people tell me to medicate  pre breathin feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated time goes by and i can't control my mind don't know what else to try but you tell me every time   breathin just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep keep on breathin'   breathin sometimes it's hard to find find my way up into the clouds tune it out they can be so loud you remind me of a time when things weren't so complicated all i need is to see your face  pre breathin feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated time goes by and i can't control my mind don't know what else to try but you tell me every time   breathin just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' mmm yeah   breathin my my air my my air my my air my air my my air my my air my my air yeah   breathin just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' mmm yeah   breathin feel my blood runnin' swear the sky's fallin' i keep on breathin' oh yeah time goes by and i can't control my mind i keep on breathin' mmm yeah,joy
Ariana Grande,Side to Side (Phantoms Remix),ariana grande i'm talkin' to ya see you standing over there with your body feeling like i wanna rock with your body and we don't gotta think 'bout nothin' don't think 'bout nothin i'm comin' at ya cause i know you got a bad reputation doesn't matter 'cause you give me temptation and we don't gotta think 'bout nothin' don't think 'bout nothin  pre ariana grande these friends keep talkin' way too much say i should give you up can't hear them no 'cause i   ariana grande i've been here all night i've been here all night i've been here all night i've been here all day and boy got me walkin' side to side i've been here all night i've been here all day and boy got me walkin' side to side   ariana grande been tryna hide it baby what's it gonna hurt if they don't know makin' everybody think that we  just as long as you know you got me know you got me and boy i got ya 'cause tonight i'm making deals with the devil and i know it's gonna get me in trouble just as long as you know you got me  pre ariana grande these friends keep talkin' way too much say i should give you up can't hear them no 'cause i   ariana grande i've been here all night i've been here all night i've been here all night i've been here all day and boy got me walkin' side to side i've been here all night i've been here all day and boy got me walkin' side to side i've been here all night i've been here all day and boy got me walkin' side to side i've been here all night i've been here all day and boy got me walkin' side to side   nicki minaj all these bitches' flows is my minime body smoking so they call me young nicki chimney rappers in they feelings 'cause they feelin' me uh ii give zero fucks and i got zero chill in me kissing me copped the blue box that say tiffany curry with the shot just tell 'em to call me stephanie gun pop and i make my gum pop i'm the queen of rap young ariana run pop  pre ariana grande these friends keep talkin' way too much say i should give him up can't hear them no 'cause i   ariana grande i've been here all night i've been here all day and boy boy got me walkin' side to side i've been here all night been here all night i've been here all day ooh baby and boy no got me walkin' side to side yeah,joy
Ariana Grande,Problem (Dawin Remix),iggy azalea  ariana grande uhhuh it's iggy iggs i got one more problem with you girl hey one less one less problem   ariana grande hey baby even though i hate ya i wanna love ya i want you and even though i can't forgive ya i really want to i want you tell me tell me baby why can't you leave me 'cause even though i shouldn't want it i gotta have it i want you  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem problem problem problem i got one less one less problem let's go   ariana grande i know you're never gonna wake up i gotta give up but it's you i know i shouldn't ever call back or let you come back but it's you every time you touch me and say you love me i get a little bit breathless i shouldn't want it but it's you  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem problem problem problem i got one less one less problem   iggy azalea it's iggy iggs uh what you got smart money bettin' i'll be better off without you in no time i'll be forgettin' all about you you sayin' that you know but i really really doubt you understand my life is easy when i ain't around you iggy iggy too biggie to be here stressin' i'm thinkin' i love the thought of you more than i love your presence and the best thing now is probably for you to exit i let you go let you back i finally learned my lesson no halfsteppin' either you want it or you just playin' i'm listenin' to you knowin' i can't believe what you're sayin' there's a million you's baby boo so don't be dumb i got 99 problems but you won't be one like what   ariana grande one less one less problem one less one less problem  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya hey i got one less problem without ya no babe i got one less problem without ya ooh ooh baby i got one less one less problem problem problem problem i got one less one less problem problem hey i got one less one less yeah i got one less one less problem,sadness
Ariana Grande,One Last Time (Gazzo Remix),i was a liar i gave in to the fire i know i shouldve fought it at least im being honest feel like a failure 'cause i know that i failed you i shouldve done you better 'cause you dont want a liar  pre and i know and i know and i know she gives you everything but boy i couldnt give it to you and i know and i know and i know that you got everything but i got nothing here without you   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home   i dont deserve it i know i dont deserve it but stay with me a minute ill swear ill make it worth it cant you forgive me at least just temporarily i know that this is my fault i should have been more careful  pre and i know and i know and i know she gives you everything but boy i couldnt give it to you and i know and i know and i know that you got everything but i got nothing here without you baby   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home   i know i should've fought it at least i'm being honest hey just stay with me a minute i swear ill make it worth it yeah oh one last time i know i should've fought it at least i'm being honest hey take you home babe just stay with me a minute i swear ill make it worth it yeah   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home,sadness
Ariana Grande,Problem (Wayne G Radio Edit),iggy azalea uhhuh it's iggy iggs i got one more problem with you girl hey   ariana grande hey baby even though i hate ya i wanna love ya i want you and even though i can't forgive ya i really want to i want you tell me tell me baby why can't you leave me 'cause even though i shouldn't want it i gotta have it i want you  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem   ariana grande i know you're never gonna wake up i gotta give up but it's you i know i shouldn't ever call back or let you come back but it's you every time you touch me and say you love me i get a little bit breathless i shouldn't want it but it's you  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya ooh babe i got one less problem without ya ooh woah i got one less one less problem   iggy azalea it's iggy iggs uh what you got smart money bettin' i'll be better off without you in no time i'll be forgettin' all about you you sayin' that you know but i really really doubt you understand my life is easy when i ain't around you iggy iggy too biggie to be here stressin' i'm thinkin' i love the thought of you more than i love your presence and the best thing now is probably for you to exit i let you go let you back i finally learned my lesson no halfsteppin' either you want it or you just playin' i'm listenin' to you knowin' i can't believe what you're sayin' there's a million you's baby boo so don't be dumb i got 99 problems but you won't be one like what   ariana grande one less one less problem one less one less problem  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya hey i got one less problem without ya no babe i got one less problem without ya ooh ooh baby i got one less one less problem one less problem without ya i got one less problem without ya woo hey i got one less problem without ya i got one less one less problem problem one less problem without ya hey i got one less problem without ya i got one less problem without ya i got one less one less yeah i got one less one less problem,sadness
Ariana Grande,The Honeymoon Tour Costumes,disclaimer all types for each act  bang banghands on mebaby i best mistakebreak your heart right backbe my baby right therethe waypink champagnetattooed heart one last time why try my everythingjust a little bit of your heart love me harderall my lovehoneymoon avenuebreak free problem,joy
Ariana Grande,Confused,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,Topless,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,Far Away,released in 09,joy
Ariana Grande,Piano (Early Version),i could write a song with my new piano i could sing about how love is a fucking battle not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard  and i could sing about cupid and his shooting arrow in the end you'll find out that my heart was mastered by love by love it's so hard so hard real hard real hard it's that hard it's that hard  but i'd rather kiss another man who plays the trombone that makes you wanna dance don't it make you wanna dance but i'd rather make a song they can play on the radio that makes you wanna grab your lover's hand  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  i could write a song by my new piano i could sing about how love is a fucking battle not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard  and i could sing about cupid and his shooting arrow in the end you'll find out that my heart was battered real hard it's not hard so hard so hard real hard it's not hard it's not hard it's not hard  but i'd rather kiss another man who plays the trombone that makes you wanna dance don't it make you wanna dance but i'd rather make a song they can play on the radio that makes you wanna grab your lover's hand  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  i'd rather tell you about how i'm feeling boy and how i'm doing shit my way if i got my piano then i know i'd be okay baby  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  i could write a song by my new piano i could sing about how love is a losing battle it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard,joy
Ariana Grande,She Got Her Own (Demo Edit),ladies in the buildin' probably makin' more than you he make that money but i bet she got her own  you know you know she got her own  ladies in the buildin' probably makin' more than you he make that money but i bet she got her own  you know you know you know you know she got her own  ladies in the buildin' ladies in the she got her own  she got her own  ladies in the buildin' ladies in the buildin' she got her own  she got her own  ladies in the buildin' probably makin' more than you he make that money but i bet she got her own  you know you know she got her own  she got her own  ladies in the buildin' she got her own  she got her own ladies in the buildin'  she got her own  she got her own ladies in the buildin' she got her own ladies in the buildin'  she got her own,joy
Ariana Grande,Open Letter Critiquing Sexism,being empowered is not the same as being a bitch having something to say is not the same as having a bad attitude  what i meant when i said what i said about not being sean's ex is that i am tired of living in a world where women are mostly referred to as a man's past present or future property  possession i do not belong to anyone but myself and neither do you i have clearly not been having the boy questions in my interviews lately because i have come to the realization that i have so much more to talk about i'm currently making the best music i've ever made in my life having the best time of my life on tour with some of the greatest people i've ever known working my ass off every single day performing  creating for my babes and getting the chance to meet and hug my babes all over the world every day  i come from a long bloodline of female activists my aunt judy was the first italian american female president of the national press club in washington dc i think she would have been proud of me for speaking up about something that has been bothering me personally for so long gloria steinem published an article in 969 titled after black power women's liberation and 46 years later we're still not quite there yet if a women has a lot of sex or any sex for that matter she's a slut if a man has sex he's a stud a bossssss a king if a woman even talks about sex openly she is shamed but if a man talks or raps freely about all the women or more commonly used bitcheshoes how lovely he's had he is regaled if a woman is seen with a friend with a penis there is an immediate assumption of romance or sex and she is labeled if a man is seen with a woman his status is elevated  celebrated aww shiiit he smashed  i know y'all already know this but the double standard and misogyny are still ever present i can't wait to live in a world where people are not valued by who they're dating  married to  attached to having sex with or not  seen with but by their value as an individual  i want the people reading this to know that they are more than enough on their own i want the media to please help me with this please support each other i'm saying this after literally 8 years of feeling like i constantly had to have a boy by my side after being on my own now for a few months i am realizing that that's just not the case i have never felt more present grounded and satisfied i've never laughed harder or had more fun or enjoyed my life more  one more thought my honeymoon diaries are my way of sharing absolutely as much as i can with my fans that is something i have done since day one and never plan on changing it is a safe environment for me to be myself and share funny special personal things with my fans and to laugh about silly things i've done  things i'm going through i don't plan on monitoring or changing that because there are more eyes on me now than there were before i love y'all with all my heart you've accepted and celebrated me not only as an artist but as a person since day one and and nothing will change that or change me  any woman who chooses to behave like a full human being should be warned that the armies of the status quo will treat her as something of a dirty joke she will need her sisterhood  gloria steinem,sadness
Ariana Grande,Touch It (Final Fantasy Brave Exvius Remix),baby ain't nobody gonna baby ain't nobody gonna baby ain't nobody gonna  how do i make the phone ring why do i even care how are you all around me when you're not really there when you're not really there hey yeah how do i feel you on me when you're not on my skin why do you say you want me then tell me you're not coming in oh yeah baby just come on in   oh 'cause every time i'm with you i go into a zone and i remember all the places you wanna go take me all the way ain't nobody gonna touch it touch it touch it 'cause every time i see you i don't wanna behave i'm tired of being patient so let's pick up the pace take me all the way ain't nobody gonna touch it touch it touch it  interlude touch it touch it touch it baby whoa yeah oh ain't nobody gonna touch it touch it touch it baby ain't nobody gonna touch it touch it touch it baby ain't nobody gonna touch it touch it touch it oh ain't nobody gonna touch it oh no babe   remind me why we're taking a break it's obviously insane 'cause we both know what we want so why don't we fall in love baby let's be in love   'cause every time i'm with you i go into a zone and i remember all the places you wanna go take me all the way no ain't nobody gonna touch it touch it touch it ain't nobody gonna 'cause every time i see you i don't wanna behave behave i'm tired of being patient so let's pick up the pace take me all the way ooh ain't nobody gonna touch it touch it touch it,joy
Ariana Grande,One Last Time (Marshmello Remix),i was a liar i gave in to the fire i know i shouldve fought it at least im being honest feel like a failure 'cause i know that i failed you i shouldve done you better 'cause you dont want a liar  pre and i know and i know and i know she gives you everything but boy i couldnt give it to you and i know and i know and i know that you got everything but i got nothing here without you   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart wake up in my arms baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home  buildup her in my heart her in my heart her in my heart her in my heart her in my her in my her in my her in my her in her in her in her in my heart  drop her in my heart   i dont deserve it i know i dont deserve it but stay with me a minute i swear ill make it worth it cant you forgive me at least just temporarily i know that this is my fault i should have been more careful  pre and i know and i know and i know she gives you everything but boy i couldnt give it to you and i know and i know and i know that you got everything but i got nothing here without you baby   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home  buildup baby i dont care if you got her in your heart i know i shouldve fought it at least im being honest wake up in my arms please stay with me a minute i swear ill make it worth it yeah her in my heart her in my heart her in my heart her in my heart her in my her in my her in my her in my her in her in her in her in my heart   i dont care if you got her in your heart wake up in my arms,sadness
Ariana Grande,Everyday [DWT Version],² ariana grande anytime i'm alone i can't help thinking about you all i want all i need all i see is just me and you  pre ariana grande he giving me that good shit that make me not quit that good shit he giving me that good shit that make me not quit that good shit   ariana grande  future oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every   ariana grande anytime anywhere baby boy i can misbehave breathe me in breathe me out feel me i'm running through your veins  pre ariana grande he giving me that good shit that make me not quit that good shit he giving me that good shit that make me not quit that good shit   ariana grande  future oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every  refrain ariana grande  future he make me go la la la la la la la la la la la la la la everyday every la la la la la la la la la la la la la la everyday every   future i put that work on you everyday when the night fall 'til the sun come up you done fell in love with a bad guy i don't compromise my passion you know what you do for me i'm doing the same for you i don't be trippin' or makin' mistakes i made too many in my past that's right i fight for the things you believe in i got your body and put it in drive baby like i got keys in we 'bout to take us a vacation i'm 'bout to put all this vintage lovin' on you baby like it was the late 80s when you ride on me baby rotate it  pre ariana grande he giving me that good shit that make me not quit that good shit   ariana grande  future oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every  refrain ariana grande  future he make me go la la la la la la la la la la la la la la everyday every la la la la la la la la la la la la la la everyday every   ariana grande  future give it to me to me she got me on it oh he give it to me every day she got me on it,joy
Ariana Grande,Butterfly*,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,"Thank u, next (Quotes)",colleen ballinger one time on twitter i heard ariana was pregnant so i got pregnant so we can pregnant at the same time turns out it was just a rumor  jonathan bennett ariana grande told me my hair looks sexy pushed back she's not wrong  stefanie drummond ariana broke off an engagement so i found a guy to propose to me and i broke off an engagement  troye sivan i heard she's a lesbian now and dating some chick called aubrey it's fucking sick  scott nicholson i heard if you recorded her snoring and play it backwards it sounds like fantasia  gabi demartino ariana said honest to god knock me out so i decided to punch myself in the face it was awesome  ariana grande i mean he was really cute you know he was really cute and it was it was really big  jennifer coolidge well i've only gone out with one guy that had a big front tooth and i liked it 'cause he never got anything stuck in the front teeth but have you ever gone out with someone that had no teeth at all  ariana grande no  kris jenner thank u next bitch,joy
Ariana Grande,Love Me Harder (DJ Class Remix),love me harder lololove me harder love me harder lololove me harder lololove me harder lololove me harder love me harder love love me harder love me harhard hard love me harhard hard love me harharhard love me harhard hard love me harhard hard love me harhard   'cause if you want to keep me you gotta gotta gotta gotta got to love me harhard hard love me harhard and if you really need me you gotta gotta gotta gotta got to love me harder lololove me harder oohoohoohooh love me love me love me oohoohoohooh harder harder harder oohoohoohooh love me love me love me oohoohoohooh harder harder harder   lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove   harder harder harder,anger
Ariana Grande,In The Moment (Demo),snippet  la la la la la la la la la hooh lets do what we want that shits beautiful just stay where we are right here in the moment i know we just met but,joy
Ariana Grande,Bang Bang (Dada Life Remix),bang bang bang bang hey bang bang bang bang ahhh hey bang bang bang bang hey bang bang bang bang ahhh hey bang bang bang bang ahhh hey  drop hey ahhh hey hey ahhh hey  hook jessie j bang bang into the room i know you want it bang bang all over you ill let you have it wait a minute let me take you there ah wait a minute 'til you ahhh hey bang bang there goes your heart i know you want it back back seat of my car ill let you have it wait a minute let me take you there ah wait a minute 'til you ahhh hey  break bang bang bang bang ahhh hey  drop hey ahhh hey hey ahhh hey   bang bang bang bang hey bang bang bang bang ahhh hey bang bang bang bang hey bang bang bang bang ahhh hey,anger
Ariana Grande,The Way (Sidney Samson Remix),you give me that kinda something want it all the time need it every day day day day on a scale of one to ten im at 00 never get enough i cant stay away way way way  predrop if you want i got it i got it every day you can get whatever you need from me stay by your side ill never leave ya and i aint going nowhere 'cause youre a keeper kekekeeper   drop  you give me that kinda something want it all the time need it every day day day day scale of one to ten im at 00 never get enough i cant stay away way way way  predrop if you want i got it i got it every day you can get whatever you need from me stay by your side ill never leave ya and i aint going nowhere 'cause youre a keeper kekekeeper   drop,joy
Ariana Grande,Shut It Down,lyrics for this song have yet to be released please check back once the song has been released,joy
Ariana Grande,Female (Dangerous Woman Tour Visual),not asking for lady like irreverent wild free not asking for it playful willful raw gentle ferocious not asking for it sexual sensual soft hard divine strong divine human female,joy
Ariana Grande,Sweetener World Tour Special Guests,march 0 09 boston massachusetts  chainz  rule the world march 5 09 washington dc victoria monét  got her own april  09 montreal quebec canada victoria monét  monopoly april 4 09 indio california coachella nicki minaj  bang bang and side to side diddy and mae  mo money mo problems april  09 indio california coachella justin bieber  sorry may 7 09 los angeles california victoria monét  monopoly may 0 09 inglewood california victoria monét  monopoly may  09 las vegas nevada victoria monét  monopoly august 4 09 chicago illinois lollapalooza social house  boyfriend november 9 09 atlanta georgia matt bennett  i think you're swell liz gillies  give it up,anger
